Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,83,76.47664468400762,19.567141000152333,154.95011699931638,23062.588,24.808649506729306,0.0,83,92,97,100,110,110,120,130,150,150,150
POST,/protected,50000,0,53,52.63815407380236,1.9771389997913502,128.1588620004186,23.88742,2480.8649506729307,0.0,53,65,71,74,81,86,92,97,120,130,130
,Aggregated,50500,0,53,52.874178733309286,1.9771389997913502,154.95011699931638,251.99336633663367,2505.67360017966,0.0,53,65,71,74,81,87,93,98,120,130,150
