Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,20,20.10465406599178,18.441293999785557,35.179360000256565,23062.588,14.334880171480041,0.0,20,20,21,21,22,23,25,28,35,35,35
POST,/protected,50000,0,160.0,266.20146580633735,1.8951099991681986,1364.7201180010597,23.88906,1433.4880171480042,0.0,160,210,460,600,650,660,660,660,1000,1300,1400
,Aggregated,50500,0,160.0,263.7648637098983,1.8951099991681986,1364.7201180010597,251.9949900990099,1447.8228973194841,0.0,160,210,450,590,650,660,660,660,1000,1300,1400
