time,cpu,memory
2026-05-18 20:08:08,764,70
2026-05-18 20:08:10,764,70
2026-05-18 20:08:12,764,70
2026-05-18 20:08:14,764,70
2026-05-18 20:08:16,764,70
2026-05-18 20:08:19,230,70
2026-05-18 20:08:21,230,70
2026-05-18 20:08:23,230,70
2026-05-18 20:08:25,230,70
2026-05-18 20:08:27,230,70
2026-05-18 20:08:29,230,70
2026-05-18 20:08:31,230,70
2026-05-18 20:08:33,843,77
2026-05-18 20:08:35,843,77
2026-05-18 20:08:38,843,77
2026-05-18 20:08:40,843,77
2026-05-18 20:08:42,843,77
2026-05-18 20:08:44,843,77
2026-05-18 20:08:46,843,77
2026-05-18 20:08:48,1002,74
2026-05-18 20:08:50,1002,74
2026-05-18 20:08:52,1002,74
2026-05-18 20:08:55,1002,74
2026-05-18 20:08:57,1002,74
2026-05-18 20:08:59,1002,74
2026-05-18 20:09:01,1002,74
2026-05-18 20:09:03,175,71
2026-05-18 20:09:05,175,71
2026-05-18 20:09:07,175,71
