time,cpu,memory
2026-05-18 19:58:05,5,58
2026-05-18 19:58:07,5,58
2026-05-18 19:58:09,5,58
2026-05-18 19:58:12,5,58
2026-05-18 19:58:14,5,58
2026-05-18 19:58:16,5,58
2026-05-18 19:58:18,35,58
2026-05-18 19:58:20,35,58
2026-05-18 19:58:22,35,58
2026-05-18 19:58:24,35,58
2026-05-18 19:58:27,35,58
2026-05-18 19:58:29,35,58
2026-05-18 19:58:31,35,58
2026-05-18 19:58:33,6,58
2026-05-18 19:58:35,6,58
2026-05-18 19:58:37,6,58
2026-05-18 19:58:40,6,58
2026-05-18 19:58:42,6,58
2026-05-18 19:58:44,6,58
2026-05-18 19:58:46,6,58
2026-05-18 19:58:48,5,58
2026-05-18 19:58:50,5,58
2026-05-18 19:58:52,5,58
2026-05-18 19:58:55,5,58
2026-05-18 19:58:57,5,58
2026-05-18 19:58:59,5,58
2026-05-18 19:59:01,5,58
2026-05-18 19:59:03,4,58
