Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,81,73.72663134794493,18.965490999107715,135.60279000012088,23062.632,25.215499037413686,0.0,81,91,97,100,110,110,120,120,140,140,140
POST,/protected,50000,0,54,51.23389138985756,2.1307499991962686,129.8874000003707,23.88866,2521.549903741369,0.0,54,65,70,73,79,84,89,92,100,110,130
,Aggregated,50500,0,54,51.456591785482054,2.1307499991962686,135.60279000012088,251.9950297029703,2546.765402778782,0.0,54,65,70,73,80,84,90,94,110,120,140
