time,cpu,memory
2026-05-18 20:37:58,0,0
2026-05-18 20:38:00,0,0
2026-05-18 20:38:02,0,0
2026-05-18 20:38:04,129,348
2026-05-18 20:38:06,129,348
2026-05-18 20:38:08,129,348
2026-05-18 20:38:11,129,348
2026-05-18 20:38:13,129,348
2026-05-18 20:38:15,129,348
2026-05-18 20:38:17,129,348
2026-05-18 20:38:19,54,348
2026-05-18 20:38:21,54,348
2026-05-18 20:38:24,54,348
2026-05-18 20:38:26,54,348
2026-05-18 20:38:28,54,348
2026-05-18 20:38:30,54,348
2026-05-18 20:38:32,54,348
2026-05-18 20:38:34,24,348
2026-05-18 20:38:36,24,348
2026-05-18 20:38:39,24,348
2026-05-18 20:38:41,24,348
2026-05-18 20:38:43,24,348
2026-05-18 20:38:45,24,348
2026-05-18 20:38:47,24,348
2026-05-18 20:38:49,18,261
2026-05-18 20:38:52,18,261
2026-05-18 20:38:54,18,261
2026-05-18 20:38:56,18,261
