time,cpu,memory
2026-05-18 20:43:59,16,243
2026-05-18 20:44:02,16,243
2026-05-18 20:44:04,101,243
2026-05-18 20:44:06,101,243
2026-05-18 20:44:08,101,243
2026-05-18 20:44:10,101,243
2026-05-18 20:44:12,101,243
2026-05-18 20:44:14,101,243
2026-05-18 20:44:17,101,243
2026-05-18 20:44:19,3566,248
2026-05-18 20:44:21,3566,248
2026-05-18 20:44:23,3566,248
2026-05-18 20:44:25,3566,248
2026-05-18 20:44:27,3566,248
2026-05-18 20:44:29,3566,248
2026-05-18 20:44:32,3566,248
2026-05-18 20:44:34,594,249
2026-05-18 20:44:36,594,249
2026-05-18 20:44:38,594,249
2026-05-18 20:44:40,594,249
2026-05-18 20:44:42,594,249
2026-05-18 20:44:44,594,249
2026-05-18 20:44:47,594,249
2026-05-18 20:44:49,16,249
2026-05-18 20:44:51,16,249
2026-05-18 20:44:53,16,249
2026-05-18 20:44:55,16,249
2026-05-18 20:44:57,16,249
