time,cpu,memory
2026-05-18 20:49:01,158,384
2026-05-18 20:49:03,114,383
2026-05-18 20:49:05,114,383
2026-05-18 20:49:07,114,383
2026-05-18 20:49:09,114,383
2026-05-18 20:49:12,114,383
2026-05-18 20:49:14,114,383
2026-05-18 20:49:16,114,383
2026-05-18 20:49:18,6279,383
2026-05-18 20:49:20,6279,383
2026-05-18 20:49:22,6279,383
2026-05-18 20:49:24,6279,383
2026-05-18 20:49:27,6279,383
2026-05-18 20:49:29,6279,383
2026-05-18 20:49:31,6279,383
2026-05-18 20:49:33,7971,385
2026-05-18 20:49:35,7971,385
2026-05-18 20:49:37,7971,385
2026-05-18 20:49:40,7971,385
2026-05-18 20:49:42,7971,385
2026-05-18 20:49:44,7971,385
2026-05-18 20:49:46,7971,385
2026-05-18 20:49:48,306,385
2026-05-18 20:49:50,306,385
2026-05-18 20:49:52,306,385
2026-05-18 20:49:55,306,385
2026-05-18 20:49:57,306,385
2026-05-18 20:49:59,306,385
