time,cpu,memory
2026-05-18 20:42:59,16,243
2026-05-18 20:43:01,16,243
2026-05-18 20:43:03,317,243
2026-05-18 20:43:06,317,243
2026-05-18 20:43:08,317,243
2026-05-18 20:43:10,317,243
2026-05-18 20:43:12,317,243
2026-05-18 20:43:14,317,243
2026-05-18 20:43:16,317,243
2026-05-18 20:43:18,1422,243
2026-05-18 20:43:21,1422,243
2026-05-18 20:43:23,1422,243
2026-05-18 20:43:25,1422,243
2026-05-18 20:43:27,1422,243
2026-05-18 20:43:29,1422,243
2026-05-18 20:43:31,1422,243
2026-05-18 20:43:33,17,243
2026-05-18 20:43:35,17,243
2026-05-18 20:43:37,17,243
2026-05-18 20:43:40,17,243
2026-05-18 20:43:42,17,243
2026-05-18 20:43:44,17,243
2026-05-18 20:43:46,17,243
2026-05-18 20:43:48,16,243
2026-05-18 20:43:50,16,243
2026-05-18 20:43:52,16,243
2026-05-18 20:43:55,16,243
2026-05-18 20:43:57,16,243
2026-05-18 20:43:59,16,243
