Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,50,0,28000.0,25067.535463380078,11555.970890000026,30174.42153200136,10752.54,1.5866379811408038,0.0,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000
POST,/protected,5000,0,3,3.5064694887994845,0.9686409994174028,17.392638999808696,23.8958,158.66379811408038,0.0,3,4,5,5,6,7,9,10,14,17,17
,Aggregated,5050,0,3,251.6651723986144,0.9686409994174028,30174.42153200136,130.12,160.25043609522118,0.0,3,4,5,5,6,8,10,17,30000,30000,30000
