time,cpu,memory
2026-05-18 21:33:26,12,179
2026-05-18 21:33:28,12,179
2026-05-18 21:33:30,12,179
2026-05-18 21:33:32,12,179
2026-05-18 21:33:34,522,179
2026-05-18 21:33:36,522,179
2026-05-18 21:33:38,522,179
2026-05-18 21:33:40,522,179
2026-05-18 21:33:43,522,179
2026-05-18 21:33:45,522,179
2026-05-18 21:33:47,522,179
2026-05-18 21:33:49,862,180
2026-05-18 21:33:51,862,180
2026-05-18 21:33:53,862,180
2026-05-18 21:33:55,862,180
2026-05-18 21:33:58,862,180
2026-05-18 21:34:00,862,180
2026-05-18 21:34:02,862,180
2026-05-18 21:34:04,278,180
2026-05-18 21:34:06,278,180
2026-05-18 21:34:08,278,180
2026-05-18 21:34:10,278,180
2026-05-18 21:34:13,278,180
2026-05-18 21:34:15,278,180
2026-05-18 21:34:17,278,180
2026-05-18 21:34:19,29,209
2026-05-18 21:34:21,29,209
2026-05-18 21:34:23,29,209
2026-05-18 21:34:25,29,209
