time,cpu,memory
2026-05-18 21:37:27,22,329
2026-05-18 21:37:29,22,329
2026-05-18 21:37:31,22,329
2026-05-18 21:37:33,232,330
2026-05-18 21:37:35,232,330
2026-05-18 21:37:37,232,330
2026-05-18 21:37:39,232,330
2026-05-18 21:37:42,232,330
2026-05-18 21:37:44,232,330
2026-05-18 21:37:46,232,330
2026-05-18 21:37:48,4256,335
2026-05-18 21:37:50,4256,335
2026-05-18 21:37:52,4256,335
2026-05-18 21:37:55,4256,335
2026-05-18 21:37:57,4256,335
2026-05-18 21:37:59,4256,335
2026-05-18 21:38:01,4256,335
2026-05-18 21:38:03,685,363
2026-05-18 21:38:05,685,363
2026-05-18 21:38:07,685,363
2026-05-18 21:38:10,685,363
2026-05-18 21:38:12,685,363
2026-05-18 21:38:14,685,363
2026-05-18 21:38:16,685,363
2026-05-18 21:38:18,24,363
2026-05-18 21:38:20,24,363
2026-05-18 21:38:22,24,363
2026-05-18 21:38:25,24,363
2026-05-18 21:38:27,24,363
