time,cpu,memory
2026-05-18 21:28:24,25,350
2026-05-18 21:28:26,25,350
2026-05-18 21:28:28,25,350
2026-05-18 21:28:31,25,350
2026-05-18 21:28:33,25,350
2026-05-18 21:28:35,52,350
2026-05-18 21:28:37,52,350
2026-05-18 21:28:39,52,350
2026-05-18 21:28:41,52,350
2026-05-18 21:28:43,52,350
2026-05-18 21:28:46,52,350
2026-05-18 21:28:48,52,350
2026-05-18 21:28:50,43,351
2026-05-18 21:28:52,43,351
2026-05-18 21:28:54,43,351
2026-05-18 21:28:56,43,351
2026-05-18 21:28:58,43,351
2026-05-18 21:29:00,43,351
2026-05-18 21:29:03,43,351
2026-05-18 21:29:05,25,351
2026-05-18 21:29:07,25,351
2026-05-18 21:29:09,25,351
2026-05-18 21:29:11,25,351
2026-05-18 21:29:13,25,351
2026-05-18 21:29:15,25,351
2026-05-18 21:29:17,25,351
2026-05-18 21:29:20,24,351
2026-05-18 21:29:22,24,351
2026-05-18 21:29:24,24,351
