Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,50,0,70,72.8584119399602,62.162867001461564,105.6457060003595,66753.04,17.155261698578293,0.0,70,72,74,78,88,99,110,110,110,110,110
POST,/protected,5000,0,10,14.792968060400744,2.524996001739055,176.9776120017923,23.887,1715.5261698578295,0.0,10,14,16,19,30,42,62,75,150,180,180
,Aggregated,5050,0,10,15.367873445346877,2.524996001739055,176.9776120017923,684.5716831683168,1732.6814315564077,0.0,10,14,17,20,32,48,68,78,140,180,180
