time,cpu,memory
2026-05-18 21:17:00,5,58
2026-05-18 21:17:02,5,58
2026-05-18 21:17:04,21,59
2026-05-18 21:17:06,21,59
2026-05-18 21:17:08,21,59
2026-05-18 21:17:10,21,59
2026-05-18 21:17:12,21,59
2026-05-18 21:17:14,21,59
2026-05-18 21:17:16,21,59
2026-05-18 21:17:19,38,58
2026-05-18 21:17:21,38,58
2026-05-18 21:17:23,38,58
2026-05-18 21:17:25,38,58
2026-05-18 21:17:27,38,58
2026-05-18 21:17:29,38,58
2026-05-18 21:17:31,38,58
2026-05-18 21:17:33,5,58
2026-05-18 21:17:36,5,58
2026-05-18 21:17:38,5,58
2026-05-18 21:17:40,5,58
2026-05-18 21:17:42,5,58
2026-05-18 21:17:44,5,58
2026-05-18 21:17:46,5,58
2026-05-18 21:17:48,6,58
2026-05-18 21:17:50,6,58
2026-05-18 21:17:52,6,58
2026-05-18 21:17:55,6,58
2026-05-18 21:17:57,6,58
2026-05-18 21:17:59,6,58
