time,cpu,memory
2026-05-18 21:14:59,0,0
2026-05-18 21:15:01,0,0
2026-05-18 21:15:03,132,58
2026-05-18 21:15:05,132,58
2026-05-18 21:15:08,132,58
2026-05-18 21:15:10,132,58
2026-05-18 21:15:12,132,58
2026-05-18 21:15:14,132,58
2026-05-18 21:15:16,132,58
2026-05-18 21:15:18,6,58
2026-05-18 21:15:21,6,58
2026-05-18 21:15:23,6,58
2026-05-18 21:15:25,6,58
2026-05-18 21:15:27,6,58
2026-05-18 21:15:29,6,58
2026-05-18 21:15:31,6,58
2026-05-18 21:15:33,5,58
2026-05-18 21:15:36,5,58
2026-05-18 21:15:38,5,58
2026-05-18 21:15:40,5,58
2026-05-18 21:15:42,5,58
2026-05-18 21:15:44,5,58
2026-05-18 21:15:46,5,58
2026-05-18 21:15:49,4,58
2026-05-18 21:15:51,4,58
2026-05-18 21:15:53,4,58
2026-05-18 21:15:55,4,58
2026-05-18 21:15:57,4,58
