Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,100,0,9,9.699707549971208,1.8190869996033143,21.97392000016407,3492.51,28.548335246967742,0.0,9,12,13,14,18,18,20,22,22,22,22
GET,/protected,10000,0,11,10.818790265999644,0.6971040002099471,37.798416999976325,23.8874,2854.833524696774,0.0,11,13,14,15,17,18,20,21,25,38,38
,Aggregated,10100,0,11,10.807710239108278,0.6971040002099471,37.798416999976325,58.23019801980198,2883.381859943742,0.0,11,13,14,15,17,18,20,21,25,38,38
