time,cpu,memory
2026-05-18 18:11:52,4,70
2026-05-18 18:11:54,4,70
2026-05-18 18:11:57,4,70
2026-05-18 18:11:59,4,70
2026-05-18 18:12:01,4,70
2026-05-18 18:12:03,4,70
2026-05-18 18:12:05,4,70
2026-05-18 18:12:07,4,70
2026-05-18 18:12:09,611,71
2026-05-18 18:12:11,611,71
2026-05-18 18:12:14,611,71
2026-05-18 18:12:16,611,71
2026-05-18 18:12:18,611,71
2026-05-18 18:12:20,611,71
2026-05-18 18:12:22,611,71
2026-05-18 18:12:24,307,72
2026-05-18 18:12:26,307,72
2026-05-18 18:12:29,307,72
2026-05-18 18:12:31,307,72
2026-05-18 18:12:33,307,72
2026-05-18 18:12:35,307,72
2026-05-18 18:12:37,307,72
2026-05-18 18:12:39,6,72
2026-05-18 18:12:41,6,72
2026-05-18 18:12:44,6,72
2026-05-18 18:12:46,6,72
2026-05-18 18:12:48,6,72
2026-05-18 18:12:50,6,72
2026-05-18 18:12:52,6,72
