time,cpu,memory
2026-05-18 19:43:49,6,58
2026-05-18 19:43:51,6,58
2026-05-18 19:43:53,6,58
2026-05-18 19:43:55,6,58
2026-05-18 19:43:57,6,58
2026-05-18 19:43:59,6,58
2026-05-18 19:44:01,6,58
2026-05-18 19:44:04,16,58
2026-05-18 19:44:06,16,58
2026-05-18 19:44:08,16,58
2026-05-18 19:44:10,16,58
2026-05-18 19:44:12,16,58
2026-05-18 19:44:14,16,58
2026-05-18 19:44:17,16,58
2026-05-18 19:44:19,5,58
2026-05-18 19:44:21,5,58
2026-05-18 19:44:23,5,58
2026-05-18 19:44:25,5,58
2026-05-18 19:44:27,5,58
2026-05-18 19:44:29,5,58
2026-05-18 19:44:32,5,58
2026-05-18 19:44:34,5,58
2026-05-18 19:44:36,5,58
2026-05-18 19:44:38,5,58
2026-05-18 19:44:40,5,58
2026-05-18 19:44:42,5,58
2026-05-18 19:44:44,5,58
2026-05-18 19:44:47,5,58
