time,cpu,memory
2026-05-18 19:51:51,4,63
2026-05-18 19:51:53,4,63
2026-05-18 19:51:55,4,63
2026-05-18 19:51:57,4,63
2026-05-18 19:51:59,4,63
2026-05-18 19:52:01,4,63
2026-05-18 19:52:04,40,63
2026-05-18 19:52:06,40,63
2026-05-18 19:52:08,40,63
2026-05-18 19:52:10,40,63
2026-05-18 19:52:12,40,63
2026-05-18 19:52:14,40,63
2026-05-18 19:52:17,40,63
2026-05-18 19:52:19,664,64
2026-05-18 19:52:21,664,64
2026-05-18 19:52:23,664,64
2026-05-18 19:52:25,664,64
2026-05-18 19:52:27,664,64
2026-05-18 19:52:29,664,64
2026-05-18 19:52:31,664,64
2026-05-18 19:52:34,6,64
2026-05-18 19:52:36,6,64
2026-05-18 19:52:38,6,64
2026-05-18 19:52:40,6,64
2026-05-18 19:52:42,6,64
2026-05-18 19:52:44,6,64
2026-05-18 19:52:47,6,64
2026-05-18 19:52:49,6,64
2026-05-18 19:52:51,6,64
