time,cpu,memory
2026-05-18 19:44:49,5,58
2026-05-18 19:44:51,5,58
2026-05-18 19:44:53,5,58
2026-05-18 19:44:55,5,58
2026-05-18 19:44:57,5,58
2026-05-18 19:45:00,5,58
2026-05-18 19:45:02,5,58
2026-05-18 19:45:04,140,59
2026-05-18 19:45:06,140,59
2026-05-18 19:45:08,140,59
2026-05-18 19:45:10,140,59
2026-05-18 19:45:12,140,59
2026-05-18 19:45:15,140,59
2026-05-18 19:45:17,140,59
2026-05-18 19:45:19,20,59
2026-05-18 19:45:21,20,59
2026-05-18 19:45:23,20,59
2026-05-18 19:45:25,20,59
2026-05-18 19:45:27,20,59
2026-05-18 19:45:30,20,59
2026-05-18 19:45:32,20,59
2026-05-18 19:45:34,6,59
2026-05-18 19:45:36,6,59
2026-05-18 19:45:38,6,59
2026-05-18 19:45:40,6,59
2026-05-18 19:45:43,6,59
2026-05-18 19:45:45,6,59
2026-05-18 19:45:47,6,59
