time,cpu,memory
2026-05-18 19:39:35,6,67
2026-05-18 19:39:38,6,67
2026-05-18 19:39:40,6,67
2026-05-18 19:39:42,6,67
2026-05-18 19:39:44,6,67
2026-05-18 19:39:46,6,67
2026-05-18 19:39:48,292,68
2026-05-18 19:39:50,292,68
2026-05-18 19:39:52,292,68
2026-05-18 19:39:54,292,68
2026-05-18 19:39:57,292,68
2026-05-18 19:39:59,292,68
2026-05-18 19:40:01,292,68
2026-05-18 19:40:03,536,71
2026-05-18 19:40:05,536,71
2026-05-18 19:40:07,536,71
2026-05-18 19:40:09,536,71
2026-05-18 19:40:12,536,71
2026-05-18 19:40:14,536,71
2026-05-18 19:40:16,536,71
2026-05-18 19:40:18,6,71
2026-05-18 19:40:20,6,71
2026-05-18 19:40:22,6,71
2026-05-18 19:40:25,6,71
2026-05-18 19:40:27,6,71
2026-05-18 19:40:29,6,71
2026-05-18 19:40:31,6,71
2026-05-18 19:40:33,5,71
2026-05-18 19:40:35,5,71
