Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,1,0,11.814293000497855,11.814293000497855,11.814293000497855,11.814293000497855,1140.0,1.3857341182394192,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/protected,100,0,3,3.2128251400172303,0.7947760004753945,4.696788999353885,23.91,138.57341182394194,0.0,3,3,4,4,4,4,5,5,5,5,5
,Aggregated,101,0,3,3.297988188140801,0.7947760004753945,11.814293000497855,34.960396039603964,139.95914594218135,0.0,3,3,4,4,4,4,5,5,12,12,12
