time,cpu,memory
2026-05-18 19:40:36,5,71
2026-05-18 19:40:38,5,71
2026-05-18 19:40:40,5,71
2026-05-18 19:40:42,5,71
2026-05-18 19:40:44,5,71
2026-05-18 19:40:46,5,71
2026-05-18 19:40:48,75,71
2026-05-18 19:40:51,75,71
2026-05-18 19:40:53,75,71
2026-05-18 19:40:55,75,71
2026-05-18 19:40:57,75,71
2026-05-18 19:40:59,75,71
2026-05-18 19:41:01,75,71
2026-05-18 19:41:03,544,72
2026-05-18 19:41:06,544,72
2026-05-18 19:41:08,544,72
2026-05-18 19:41:10,544,72
2026-05-18 19:41:12,544,72
2026-05-18 19:41:14,544,72
2026-05-18 19:41:16,544,72
2026-05-18 19:41:18,11,72
2026-05-18 19:41:21,11,72
2026-05-18 19:41:23,11,72
2026-05-18 19:41:25,11,72
2026-05-18 19:41:27,11,72
2026-05-18 19:41:29,11,72
2026-05-18 19:41:31,11,72
2026-05-18 19:41:33,6,72
2026-05-18 19:41:36,6,72
