time,cpu,memory
2026-05-18 19:27:32,6,58
2026-05-18 19:27:34,5,58
2026-05-18 19:27:36,5,58
2026-05-18 19:27:38,5,58
2026-05-18 19:27:40,5,58
2026-05-18 19:27:43,5,58
2026-05-18 19:27:45,5,58
2026-05-18 19:27:47,5,58
2026-05-18 19:27:49,12,58
2026-05-18 19:27:51,12,58
2026-05-18 19:27:53,12,58
2026-05-18 19:27:55,12,58
2026-05-18 19:27:57,12,58
2026-05-18 19:28:00,12,58
2026-05-18 19:28:02,12,58
2026-05-18 19:28:04,4,58
2026-05-18 19:28:06,4,58
2026-05-18 19:28:08,4,58
2026-05-18 19:28:10,4,58
2026-05-18 19:28:12,4,58
2026-05-18 19:28:15,4,58
2026-05-18 19:28:17,4,58
2026-05-18 19:28:19,4,58
2026-05-18 19:28:21,4,58
2026-05-18 19:28:23,4,58
2026-05-18 19:28:25,4,58
2026-05-18 19:28:28,4,58
2026-05-18 19:28:30,4,58
