Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,100,0,12,12.17659415995513,4.021142000055988,21.224677000645897,1138.27,29.35819270793669,0.0,12,14,16,17,19,20,21,21,21,21,21
GET,/protected,10000,0,10,9.706344066596648,0.6245319982554065,24.332035000043106,23.8867,2935.819270793669,0.0,10,12,13,13,14,15,16,18,22,24,24
,Aggregated,10100,0,10,9.730801988313068,0.6245319982554065,24.332035000043106,34.92019801980198,2965.177463501606,0.0,10,12,13,13,14,15,17,19,22,24,24
