Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,35,35.64711193798212,3.896101999998791,87.29187300014019,1138.224,31.461177410657633,0.0,35,43,48,52,61,66,71,79,87,87,87
GET,/protected,50000,0,31,30.44129298404103,0.7620659998792689,118.53339399931428,23.8894,3146.1177410657633,0.0,31,36,39,41,48,53,58,61,86,100,120
,Aggregated,50500,0,31,30.49283574596123,0.7620659998792689,118.53339399931428,34.92241584158416,3177.5789184764208,0.0,31,36,39,42,48,53,58,62,86,100,120
