Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,19,21.429569523970713,2.72333599968988,54.20447300093656,4677.308,29.627163729893255,0.0,19,27,30,32,37,43,48,50,54,54,54
GET,/protected,50000,0,49,47.72537961967768,0.8327870000357507,169.73625400169112,23.88842,2962.7163729893255,0.0,49,59,67,70,75,78,82,86,140,170,170
,Aggregated,50500,0,48,47.46502506427461,0.8327870000357507,169.73625400169112,69.96188118811881,2992.3435367192187,0.0,48,59,67,70,75,78,82,86,140,170,170
