time,cpu,memory
2026-05-18 18:22:07,4,61
2026-05-18 18:22:09,4,61
2026-05-18 18:22:11,4,61
2026-05-18 18:22:13,4,61
2026-05-18 19:05:10,4,61
2026-05-18 19:05:12,4,61
2026-05-18 19:05:14,4,61
2026-05-18 19:05:17,4,61
2026-05-18 19:05:19,6,64
2026-05-18 19:05:21,6,64
2026-05-18 19:05:23,6,64
2026-05-18 19:05:25,6,64
2026-05-18 19:05:27,6,64
2026-05-18 19:05:29,6,64
2026-05-18 19:05:32,6,64
2026-05-18 19:05:34,5,64
2026-05-18 19:05:36,5,64
2026-05-18 19:05:38,5,64
2026-05-18 19:05:40,5,64
2026-05-18 19:05:42,5,64
2026-05-18 19:05:45,5,64
2026-05-18 19:05:47,5,64
2026-05-18 19:05:49,6,64
2026-05-18 19:05:51,6,64
2026-05-18 19:05:53,6,64
2026-05-18 19:05:55,6,64
2026-05-18 19:05:57,6,64
2026-05-18 19:06:00,6,64
