Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,31,31.447154884132033,29.771646000881447,51.8237880023662,47830.574,11.174663476248181,0.0,31,31,32,32,33,35,38,40,52,52,52
POST,/protected,50000,0,97,365.10117193315426,2.6577080025163013,1793.4823389987287,23.8901,1117.4663476248181,0.0,97,690,800,850,910,920,930,930,1400,1700,1800
,Aggregated,50500,0,94,361.7976668138571,2.6577080025163013,1793.4823389987287,497.223603960396,1128.6410111010664,0.0,94,670,800,850,910,920,930,930,1400,1700,1800
