Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,50,0,4,4.501886179932626,1.9666299995151348,11.58769199901144,6435.18,22.669416201609792,0.0,4,4,5,5,8,9,12,12,12,12,12
GET,/protected,5000,0,10,9.633567000586117,0.942722999752732,35.68039699894143,23.898,2266.941620160979,0.0,10,12,13,13,15,15,16,17,31,36,36
,Aggregated,5050,0,10,9.582758279589548,0.942722999752732,35.68039699894143,87.3760396039604,2289.611036362589,0.0,10,12,13,13,15,15,16,17,31,36,36
