time,cpu,memory
2026-05-18 19:17:17,6,59
2026-05-18 19:17:19,4,59
2026-05-18 19:17:21,4,59
2026-05-18 19:17:23,4,59
2026-05-18 19:17:25,4,59
2026-05-18 19:17:27,4,59
2026-05-18 19:17:30,4,59
2026-05-18 19:17:32,4,59
2026-05-18 19:17:34,388,61
2026-05-18 19:17:36,388,61
2026-05-18 19:17:38,388,61
2026-05-18 19:17:40,388,61
2026-05-18 19:17:42,388,61
2026-05-18 19:17:45,388,61
2026-05-18 19:17:47,388,61
2026-05-18 19:17:49,5,61
2026-05-18 19:17:51,5,61
2026-05-18 19:17:53,5,61
2026-05-18 19:17:55,5,61
2026-05-18 19:17:58,5,61
2026-05-18 19:18:00,5,61
2026-05-18 19:18:02,5,61
2026-05-18 19:18:04,4,61
2026-05-18 19:18:06,4,61
2026-05-18 19:18:08,4,61
2026-05-18 19:18:10,4,61
2026-05-18 19:18:13,4,61
2026-05-18 19:18:15,4,61
