Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,500,0,7,8.460064632010472,1.6962739991868148,31.238484998539207,6435.108,25.032174815570883,0.0,7,9,11,12,16,20,24,27,31,31,31
GET,/protected,50000,0,96,90.06298909391496,0.8776079994277097,354.3204580000747,23.89258,2503.2174815570884,0.0,97,110,130,130,140,140,140,150,270,350,350
,Aggregated,50500,0,96,89.25503934676723,0.8776079994277097,354.3204580000747,87.3699603960396,2528.2496563726595,0.0,96,110,130,130,140,140,140,150,270,350,350
